"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0032107";"GO:0032107";"regulation of response to nutrient levels";"1/2";"28/18888";0,0357142857142857;337,285714285714;18,3249621076493;0,00296272620011817;0,0193095481160339;0,000549347030328135;"KANK2";1
"GO:0071295";"GO:0071295";"cellular response to vitamin";"1/2";"30/18888";0,0333333333333333;314,8;17,7007735556455;0,00317418130930347;0,0193095481160339;0,000549347030328135;"KANK2";1
"GO:0033146";"GO:0033146";"regulation of intracellular estrogen receptor signaling pathway";"1/2";"35/18888";0,0285714285714286;269,828571428571;16,3811998191575;0,0037027209709537;0,0193095481160339;0,000549347030328135;"KANK2";1
"GO:0033144";"GO:0033144";"negative regulation of intracellular steroid hormone receptor signaling pathway";"1/2";"37/18888";0,027027027027027;255,243243243243;15,9297727603431;0,00391409759108796;0,0193095481160339;0,000549347030328135;"KANK2";1
"GO:0033280";"GO:0033280";"response to vitamin D";"1/2";"37/18888";0,027027027027027;255,243243243243;15,9297727603431;0,00391409759108796;0,0193095481160339;0,000549347030328135;"KANK2";1
"GO:0071526";"GO:0071526";"semaphorin-plexin signaling pathway";"1/2";"44/18888";0,0227272727272727;214,636363636364;14,5996170016336;0,00465373916119483;0,0215235436205261;0,000612334100157214;"ARHGDIA";1
"GO:0031670";"GO:0031670";"cellular response to nutrient";"1/2";"48/18888";0,0208333333333333;196,75;13,9736041270199;0,0050762681470331;0,0220966966400264;0,000628640018208434;"KANK2";1
"GO:0030520";"GO:0030520";"intracellular estrogen receptor signaling pathway";"1/2";"54/18888";0,0185185185185185;174,888888888889;13,1681245193937;0,00570989343496719;0,023474006343754;0,000667823793563415;"KANK2";1
"GO:0030837";"GO:0030837";"negative regulation of actin filament polymerization";"1/2";"66/18888";0,0151515151515152;143,090909090909;11,8995865300909;0,00697653852387259;0,0271717816192932;0,000773023659154858;"KANK2";1
"GO:0033143";"GO:0033143";"regulation of intracellular steroid hormone receptor signaling pathway";"1/2";"73/18888";0,0136986301369863;129,369863013699;11,3083408895577;0,00771504200274276;0,0285456554101482;0,000812109684499238;"KANK2";1
"GO:0032272";"GO:0032272";"negative regulation of protein polymerization";"1/2";"80/18888";0,0125;118,05;10,7962168422618;0,00845327076993529;0,0297877160464387;0,000847445691221583;"KANK2";1
"GO:2000134";"GO:2000134";"negative regulation of G1/S transition of mitotic cell cycle";"1/2";"85/18888";0,0117647058823529;111,105882352941;10,4696679174747;0,0089804088413924;0,030206829739229;0,00085936926711889;"KANK2";1
"GO:0033273";"GO:0033273";"response to vitamin";"1/2";"91/18888";0,010989010989011;103,78021978022;10,1137557895602;0,00961278951723565;0,0306141211886344;0,000870956506077792;"KANK2";1
"GO:1902807";"GO:1902807";"negative regulation of cell cycle G1/S phase transition";"1/2";"94/18888";0,0106382978723404;100,468085106383;9,9486595240384;0,00992890416928682;0,0306141211886344;0,000870956506077792;"KANK2";1
"GO:0030518";"GO:0030518";"intracellular steroid hormone receptor signaling pathway";"1/2";"123/18888";0,00813008130081301;76,7804878048781;8,67685146834557;0,0129820777877174;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0030833";"GO:0030833";"regulation of actin filament polymerization";"1/2";"136/18888";0,00735294117647059;69,4411764705882;8,24308197086926;0,0143492112870756;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0043401";"GO:0043401";"steroid hormone mediated signaling pathway";"1/2";"139/18888";0,00719424460431655;67,9424460431655;8,15166677331254;0,0146645690804226;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0031333";"GO:0031333";"negative regulation of protein-containing complex assembly";"1/2";"147/18888";0,00680272108843537;64,2448979591837;7,92162498141509;0,015505276516141;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0072073";"GO:0072073";"kidney epithelium development";"1/2";"152/18888";0,00657894736842105;62,1315789473684;7,78709483198685;0,0160305364567398;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0008064";"GO:0008064";"regulation of actin polymerization or depolymerization";"1/2";"154/18888";0,00649350649350649;61,3246753246753;7,7351117244344;0,0162406011884544;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0030832";"GO:0030832";"regulation of actin filament length";"1/2";"157/18888";0,00636942675159236;60,1528662420382;7,65899229690979;0,0165556562383197;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0007584";"GO:0007584";"response to nutrient";"1/2";"164/18888";0,00609756097560976;57,5853658536585;7,48950700454256;0,0172905884653791;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0051494";"GO:0051494";"negative regulation of cytoskeleton organization";"1/2";"165/18888";0,00606060606060606;57,2363636363636;7,46617180453521;0,0173955563580874;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:0030041";"GO:0030041";"actin filament polymerization";"1/2";"167/18888";0,00598802395209581;56,5508982035928;7,42012625072577;0,0176054753244218;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:1902904";"GO:1902904";"negative regulation of supramolecular fiber organization";"1/2";"169/18888";0,00591715976331361;55,8816568047337;7,37489326316395;0,0178153718653126;0,037666786229518;0,00107160131520677;"KANK2";1
"GO:2000045";"GO:2000045";"regulation of G1/S transition of mitotic cell cycle";"1/2";"185/18888";0,00540540540540541;51,0486486486487;7,03961775994663;0,0194937368764905;0,0385960287781035;0,00109803780307549;"KANK2";1
"GO:1901991";"GO:1901991";"negative regulation of mitotic cell cycle phase transition";"1/2";"195/18888";0,00512820512820513;48,4307692307692;6,85116561712931;0,0205419861815765;0,0385960287781035;0,00109803780307549;"KANK2";1
"GO:0008154";"GO:0008154";"actin polymerization or depolymerization";"1/2";"196/18888";0,00510204081632653;48,1836734693877;6,83310972385903;0,020646780277101;0,0385960287781035;0,00109803780307549;"KANK2";1
"GO:0009755";"GO:0009755";"hormone-mediated signaling pathway";"1/2";"196/18888";0,00510204081632653;48,1836734693877;6,83310972385903;0,020646780277101;0,0385960287781035;0,00109803780307549;"KANK2";1
"GO:0099504";"GO:0099504";"synaptic vesicle cycle";"1/2";"199/18888";0,0050251256281407;47,4572864321608;6,77975251070518;0,0209611289255091;0,0385960287781035;0,00109803780307549;"ARHGDIA";1
"GO:0032271";"GO:0032271";"regulation of protein polymerization";"1/2";"204/18888";0,00490196078431373;46,2941176470588;6,69342580212837;0,021484931212308;0,0385960287781035;0,00109803780307549;"KANK2";1
"GO:1902806";"GO:1902806";"regulation of cell cycle G1/S phase transition";"1/2";"211/18888";0,004739336492891;44,7582938388626;6,57770729753249;0,0222180189466739;0,0385960287781035;0,00109803780307549;"KANK2";1
"GO:0071383";"GO:0071383";"cellular response to steroid hormone stimulus";"1/2";"213/18888";0,00469483568075117;44,3380281690141;6,54568556567877;0,0224274221278169;0,0385960287781035;0,00109803780307549;"KANK2";1
"GO:0099003";"GO:0099003";"vesicle-mediated transport in synapse";"1/2";"221/18888";0,00452488687782805;42,7330316742081;6,42192609611096;0,0232648105979596;0,0391271814602048;0,00111314883243826;"ARHGDIA";1
"GO:0000082";"GO:0000082";"G1/S transition of mitotic cell cycle";"1/2";"234/18888";0,00427350427350427;40,3589743589744;6,23436479192561;0,0246248015936954;0,0404548714083606;0,00115092095045123;"KANK2";1
"GO:0031669";"GO:0031669";"cellular response to nutrient levels";"1/2";"239/18888";0,00418410041841004;39,5146443514644;6,16628456924303;0,0251476227673593;0,0404548714083606;0,00115092095045123;"KANK2";1
"GO:0045930";"GO:0045930";"negative regulation of mitotic cell cycle";"1/2";"248/18888";0,00403225806451613;38,0806451612903;6,04890360252736;0,0260883476792257;0,0410752708141001;0,00116857100466857;"KANK2";1
"GO:0044843";"GO:0044843";"cell cycle G1/S phase transition";"1/2";"262/18888";0,00381679389312977;36,0458015267176;5,87832155072152;0,0275507949180445;0,0416418164725511;0,00118468894658751;"KANK2";1
"GO:0031668";"GO:0031668";"cellular response to extracellular stimulus";"1/2";"269/18888";0,00371747211895911;35,1078066914498;5,79800055075639;0,0282816064699378;0,0416418164725511;0,00118468894658751;"KANK2";1
"GO:0110053";"GO:0110053";"regulation of actin filament organization";"1/2";"273/18888";0,00366300366300366;34,5934065934066;5,75347651856493;0,0286990897310825;0,0416418164725511;0,00118468894658751;"KANK2";1
"GO:1901988";"GO:1901988";"negative regulation of cell cycle phase transition";"1/2";"273/18888";0,00366300366300366;34,5934065934066;5,75347651856493;0,0286990897310825;0,0416418164725511;0,00118468894658751;"KANK2";1
"GO:0051258";"GO:0051258";"protein polymerization";"1/2";"287/18888";0,00348432055749129;32,9059233449477;5,60493544238373;0,0301595747436315;0,0429193948274756;0,00122103541472192;"KANK2";1
"GO:0010948";"GO:0010948";"negative regulation of cell cycle process";"1/2";"316/18888";0,00316455696202532;29,8860759493671;5,32879788061999;0,0331813695608293;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0001822";"GO:0001822";"kidney development";"1/2";"319/18888";0,00313479623824451;29,6050156739812;5,30236681622252;0,0334936999193604;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0072001";"GO:0072001";"renal system development";"1/2";"329/18888";0,00303951367781155;28,7051671732523;5,21684500062629;0,0345344367010135;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0071496";"GO:0071496";"cellular response to external stimulus";"1/2";"335/18888";0,00298507462686567;28,1910447761194;5,16734813179117;0,0351586096646888;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0048545";"GO:0048545";"response to steroid hormone";"1/2";"338/18888";0,0029585798816568;27,9408284023669;5,14308656543664;0,0354706204606557;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0032956";"GO:0032956";"regulation of actin cytoskeleton organization";"1/2";"344/18888";0,00290697674418605;27,453488372093;5,09550177302159;0,0360944906808491;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:1901990";"GO:1901990";"regulation of mitotic cell cycle phase transition";"1/2";"356/18888";0,00280898876404494;26,5280898876404;5,00390054087581;0,0373416256342729;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0010639";"GO:0010639";"negative regulation of organelle organization";"1/2";"365/18888";0,00273972602739726;25,8739726027397;4,93812882823686;0,0382764470482477;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0030522";"GO:0030522";"intracellular receptor signaling pathway";"1/2";"369/18888";0,002710027100271;25,5934959349593;4,90965731355868;0,0386917774668563;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0032535";"GO:0032535";"regulation of cellular component size";"1/2";"370/18888";0,0027027027027027;25,5243243243243;4,90261024389823;0,0387955960556068;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0010631";"GO:0010631";"epithelial cell migration";"1/2";"375/18888";0,00266666666666667;25,184;4,86779032057053;0,0393146049039464;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0090132";"GO:0090132";"epithelium migration";"1/2";"378/18888";0,00264550264550265;24,984126984127;4,84722412202952;0,0396259429366213;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0090130";"GO:0090130";"tissue migration";"1/2";"383/18888";0,00261096605744125;24,6579634464752;4,81347470609683;0,0401447275305301;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:0032970";"GO:0032970";"regulation of actin filament-based process";"1/2";"385/18888";0,0025974025974026;24,5298701298701;4,80015560310005;0,0403522021235684;0,0452433781385464;0,00128715158288894;"KANK2";1
"GO:1902903";"GO:1902903";"regulation of supramolecular fiber organization";"1/2";"392/18888";0,00255102040816327;24,0918367346939;4,75432754477132;0,0410781865988378;0,0453699374375223;0,0012907521319352;"KANK2";1
"GO:0045786";"GO:0045786";"negative regulation of cell cycle";"1/2";"405/18888";0,00246913580246914;23,3185185185185;4,67232601463061;0,0424257146545808;0,0461691600652791;0,00131348961778888;"KANK2";1
"GO:0043254";"GO:0043254";"regulation of protein-containing complex assembly";"1/2";"418/18888";0,00239234449760766;22,5933014354067;4,59409779571212;0,0437722952353535;0,0469442006871907;0,00133553913761567;"KANK2";1
"GO:0044772";"GO:0044772";"mitotic cell cycle phase transition";"1/2";"451/18888";0,00221729490022173;20,940133037694;4,41060017077142;0,0471862830202595;0,049610939140232;0,00141140651892552;"KANK2";1
"GO:1901987";"GO:1901987";"regulation of cell cycle phase transition";"1/2";"455/18888";0,0021978021978022;20,756043956044;4,389693178166;0,0475996848507632;0,049610939140232;0,00141140651892552;"KANK2";1
