"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0099587";"GO:0099587";"inorganic ion import across plasma membrane";"3/10";"126/18888";0,0238095238095238;44,9714285714286;11,3977671808111;3,36140443653372e-05;0,000513547900025986;0,000247682432165643;"KCNJ1/SLC12A3/SLC12A1";3
"GO:0098739";"GO:0098739";"import across plasma membrane";"3/10";"203/18888";0,0147783251231527;27,9133004926108;8,87302954382483;0,000138844521159289;0,00200959175362129;0,000969219372081463;"KCNJ1/SLC12A3/SLC12A1";3
"GO:0006884";"GO:0006884";"cell volume homeostasis";"2/10";"35/18888";0,0571428571428571;107,931428571429;14,5731238775353;0,000148717626706431;0,00204486736721343;0,000986232682368963;"SLC12A3/SLC12A1";2
"GO:0071805";"GO:0071805";"potassium ion transmembrane transport";"3/10";"217/18888";0,0138248847926267;26,1124423963134;8,56324816754949;0,00016909799590137;0,00221437851775604;0,00106798734253497;"KCNJ1/SLC12A3/SLC12A1";3
"GO:0006813";"GO:0006813";"potassium ion transport";"3/10";"241/18888";0,012448132780083;23,5120331950207;8,0951007010094;0,000230408891424998;0,00288011114281247;0,00138906795787319;"KCNJ1/SLC12A3/SLC12A1";3
"GO:0001822";"GO:0001822";"kidney development";"3/10";"319/18888";0,00940438871473354;17,7630094043887;6,94954819926916;0,000524408931720806;0,00627010679231398;0,00302405150557536;"REN/UMOD/HNF1B";3
"GO:0072001";"GO:0072001";"renal system development";"3/10";"329/18888";0,00911854103343465;17,2231003039514;6,83215980059143;0,000573844041719252;0,00657529631136643;0,0031712433884485;"REN/UMOD/HNF1B";3
"GO:0001656";"GO:0001656";"metanephros development";"2/10";"93/18888";0,021505376344086;40,6193548387097;8,81518046729013;0,00105188947377276;0,0115707842115003;0,00558055047138389;"UMOD/HNF1B";2
"GO:0072080";"GO:0072080";"nephron tubule development";"2/10";"100/18888";0,02;37,776;8,48648238804917;0,00121471828867294;0,0128479818994253;0,00619653863857451;"UMOD/HNF1B";2
"GO:0001823";"GO:0001823";"mesonephros development";"2/10";"104/18888";0,0192307692307692;36,3230769230769;8,31351445473491;0,00131286507776158;0,0128942105851583;0,00621883457887062;"REN/HNF1B";2
"GO:0061326";"GO:0061326";"renal tubule development";"2/10";"104/18888";0,0192307692307692;36,3230769230769;8,31351445473491;0,00131286507776158;0,0128942105851583;0,00621883457887062;"UMOD/HNF1B";2
"GO:0072009";"GO:0072009";"nephron epithelium development";"2/10";"121/18888";0,0165289256198347;31,2198347107438;7,67522016344644;0,00177104656652899;0,0167944070963956;0,00809988629338121;"UMOD/HNF1B";2
"GO:0072073";"GO:0072073";"kidney epithelium development";"2/10";"152/18888";0,0131578947368421;24,8526315789474;6,79552719211878;0,00277510467732493;0,0254384595421452;0,0122688838365944;"UMOD/HNF1B";2
"GO:0072006";"GO:0072006";"nephron development";"2/10";"158/18888";0,0126582278481013;23,9088607594937;6,65528482545293;0,00299418867556052;0,0265613511541659;0,012810450700191;"UMOD/HNF1B";2
"GO:0035725";"GO:0035725";"sodium ion transmembrane transport";"2/10";"182/18888";0,010989010989011;20,756043956044;6,16380246304242;0,00394935879947607;0,0339398021829974;0,0163690529188811;"SLC12A3/SLC12A1";2
"GO:0008217";"GO:0008217";"regulation of blood pressure";"2/10";"187/18888";0,0106951871657754;20,2010695187166;6,0731961417682;0,00416406443250613;0,0340324624398573;0,0164137426504192;"REN/UMOD";2
"GO:0008361";"GO:0008361";"regulation of cell size";"2/10";"188/18888";0,0106382978723404;20,0936170212766;6,0554974824203;0,00420764990165508;0,0340324624398573;0,0164137426504192;"SLC12A3/SLC12A1";2
"GO:0002002";"GO:0002002";"regulation of angiotensin levels in blood";"1/10";"10/18888";0,1;188,88;13,6774791029848;0,0052830267288938;0,0348513701367024;0,0168086990898546;"REN";1
"GO:0030002";"GO:0030002";"intracellular monoatomic anion homeostasis";"1/10";"10/18888";0,1;188,88;13,6774791029848;0,0052830267288938;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:0030643";"GO:0030643";"intracellular phosphate ion homeostasis";"1/10";"10/18888";0,1;188,88;13,6774791029848;0,0052830267288938;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:0030644";"GO:0030644";"intracellular chloride ion homeostasis";"1/10";"10/18888";0,1;188,88;13,6774791029848;0,0052830267288938;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:0042756";"GO:0042756";"drinking behavior";"1/10";"10/18888";0,1;188,88;13,6774791029848;0,0052830267288938;0,0348513701367024;0,0168086990898546;"REN";1
"GO:0072172";"GO:0072172";"mesonephric tubule formation";"1/10";"10/18888";0,1;188,88;13,6774791029848;0,0052830267288938;0,0348513701367024;0,0168086990898546;"HNF1B";1
"GO:1903044";"GO:1903044";"protein localization to membrane raft";"1/10";"10/18888";0,1;188,88;13,6774791029848;0,0052830267288938;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:0015747";"GO:0015747";"urate transport";"1/10";"11/18888";0,0909090909090909;171,709090909091;13,0343687570602;0,0058099453501842;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:0071918";"GO:0071918";"urea transmembrane transport";"1/10";"11/18888";0,0909090909090909;171,709090909091;13,0343687570602;0,0058099453501842;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:0072178";"GO:0072178";"nephric duct morphogenesis";"1/10";"11/18888";0,0909090909090909;171,709090909091;13,0343687570602;0,0058099453501842;0,0348513701367024;0,0168086990898546;"HNF1B";1
"GO:2001054";"GO:2001054";"negative regulation of mesenchymal cell apoptotic process";"1/10";"11/18888";0,0909090909090909;171,709090909091;13,0343687570602;0,0058099453501842;0,0348513701367024;0,0168086990898546;"HNF1B";1
"GO:0015840";"GO:0015840";"urea transport";"1/10";"12/18888";0,0833333333333333;157,4;12,4731425776947;0,00633661275212771;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:0072017";"GO:0072017";"distal tubule development";"1/10";"12/18888";0,0833333333333333;157,4;12,4731425776947;0,00633661275212771;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:0072070";"GO:0072070";"loop of Henle development";"1/10";"12/18888";0,0833333333333333;157,4;12,4731425776947;0,00633661275212771;0,0348513701367024;0,0168086990898546;"UMOD";1
"GO:1902337";"GO:1902337";"regulation of apoptotic process involved in morphogenesis";"1/10";"12/18888";0,0833333333333333;157,4;12,4731425776947;0,00633661275212771;0,0348513701367024;0,0168086990898546;"HNF1B";1
"GO:1904672";"GO:1904672";"regulation of somatic stem cell population maintenance";"1/10";"12/18888";0,0833333333333333;157,4;12,4731425776947;0,00633661275212771;0,0348513701367024;0,0168086990898546;"HNF1B";1
"GO:0009415";"GO:0009415";"response to water";"1/10";"13/18888";0,0769230769230769;145,292307692308;11,9777398028838;0,00686302904119784;0,0362948651217194;0,017504891886456;"UMOD";1
"GO:1904748";"GO:1904748";"regulation of apoptotic process involved in development";"1/10";"13/18888";0,0769230769230769;145,292307692308;11,9777398028838;0,00686302904119784;0,0362948651217194;0,017504891886456;"HNF1B";1
"GO:2001053";"GO:2001053";"regulation of mesenchymal cell apoptotic process";"1/10";"14/18888";0,0714285714285714;134,914285714286;11,5361913470293;0,00738919432382501;0,0383401592273939;0,0184913303833555;"HNF1B";1
"GO:0001711";"GO:0001711";"endodermal cell fate commitment";"1/10";"15/18888";0,0666666666666667;125,92;11,1393701260058;0,00791510870640155;0,0388688373975076;0,0187463100941089;"HNF1B";1
"GO:0072044";"GO:0072044";"collecting duct development";"1/10";"15/18888";0,0666666666666667;125,92;11,1393701260058;0,00791510870640155;0,0388688373975076;0,0187463100941089;"UMOD";1
"GO:0072176";"GO:0072176";"nephric duct development";"1/10";"15/18888";0,0666666666666667;125,92;11,1393701260058;0,00791510870640155;0,0388688373975076;0,0187463100941089;"HNF1B";1
"GO:0097152";"GO:0097152";"mesenchymal cell apoptotic process";"1/10";"16/18888";0,0625;118,05;10,7801783181409;0,00844077229528206;0,0400209031241822;0,0193019475354907;"HNF1B";1
"GO:2000846";"GO:2000846";"regulation of corticosteroid hormone secretion";"1/10";"16/18888";0,0625;118,05;10,7801783181409;0,00844077229528206;0,0400209031241822;0,0193019475354907;"REN";1
"GO:0048557";"GO:0048557";"embryonic digestive tract morphogenesis";"1/10";"17/18888";0,0588235294117647;111,105882352941;10,4530017768265;0,00896618519677905;0,0417915411714278;0,0201559203353106;"HNF1B";1
"GO:0001991";"GO:0001991";"regulation of systemic arterial blood pressure by circulatory renin-angiotensin";"1/10";"18/18888";0,0555555555555556;104,933333333333;10,1533336513961;0,00949134751716674;0,0430690622395247;0,0207720644676751;"REN";1
"GO:0035930";"GO:0035930";"corticosteroid hormone secretion";"1/10";"19/18888";0,0526315789473684;99,4105263157895;9,8775084983995;0,010016259362679;0,0430690622395247;0,0207720644676751;"REN";1
"GO:0060602";"GO:0060602";"branch elongation of an epithelium";"1/10";"19/18888";0,0526315789473684;99,4105263157895;9,8775084983995;0,010016259362679;0,0430690622395247;0,0207720644676751;"HNF1B";1
"GO:1904044";"GO:1904044";"response to aldosterone";"1/10";"19/18888";0,0526315789473684;99,4105263157895;9,8775084983995;0,010016259362679;0,0430690622395247;0,0207720644676751;"SLC12A3";1
"GO:0055062";"GO:0055062";"phosphate ion homeostasis";"1/10";"20/18888";0,05;94,44;9,62251048739115;0,0105409208395132;0,0430690622395247;0,0207720644676751;"UMOD";1
"GO:0072079";"GO:0072079";"nephron tubule formation";"1/10";"20/18888";0,05;94,44;9,62251048739115;0,0105409208395132;0,0430690622395247;0,0207720644676751;"HNF1B";1
"GO:0097254";"GO:0097254";"renal tubular secretion";"1/10";"20/18888";0,05;94,44;9,62251048739115;0,0105409208395132;0,0430690622395247;0,0207720644676751;"UMOD";1
"GO:0035809";"GO:0035809";"regulation of urine volume";"1/10";"21/18888";0,0476190476190476;89,9428571428571;9,38583247301846;0,0110653320538228;0,0430690622395247;0,0207720644676751;"UMOD";1
"GO:0097709";"GO:0097709";"connective tissue replacement";"1/10";"21/18888";0,0476190476190476;89,9428571428571;9,38583247301846;0,0110653320538228;0,0430690622395247;0,0207720644676751;"UMOD";1
"GO:0046879";"GO:0046879";"hormone secretion";"2/10";"311/18888";0,00643086816720257;12,1466237942122;4,56183157526525;0,0111445145922674;0,0430690622395247;0,0207720644676751;"REN/HNF1B";2
"GO:0042886";"GO:0042886";"amide transport";"2/10";"312/18888";0,00641025641025641;12,1076923076923;4,55332380713733;0,0112132437358696;0,0430690622395247;0,0207720644676751;"UMOD/HNF1B";2
"GO:0006883";"GO:0006883";"intracellular sodium ion homeostasis";"1/10";"22/18888";0,0454545454545455;85,8545454545455;9,16537072168842;0,0115894931117266;0,0430690622395247;0,0207720644676751;"UMOD";1
"GO:0036092";"GO:0036092";"phosphatidylinositol-3-phosphate biosynthetic process";"1/10";"22/18888";0,0454545454545455;85,8545454545455;9,16537072168842;0,0115894931117266;0,0430690622395247;0,0207720644676751;"OCRL";1
"GO:0072234";"GO:0072234";"metanephric nephron tubule development";"1/10";"22/18888";0,0454545454545455;85,8545454545455;9,16537072168842;0,0115894931117266;0,0430690622395247;0,0207720644676751;"UMOD";1
"GO:2000831";"GO:2000831";"regulation of steroid hormone secretion";"1/10";"22/18888";0,0454545454545455;85,8545454545455;9,16537072168842;0,0115894931117266;0,0430690622395247;0,0207720644676751;"REN";1
"GO:0009914";"GO:0009914";"hormone transport";"2/10";"322/18888";0,0062111801242236;11,7316770186335;4,47033279722593;0,0119110271369143;0,0436737661686859;0,0210637111473854;"REN/HNF1B";2
"GO:0003091";"GO:0003091";"renal water homeostasis";"1/10";"24/18888";0,0416666666666667;78,7;8,76623775086183;0,0126370651825811;0,0446806297787848;0,0215493180942656;"UMOD";1
"GO:0003071";"GO:0003071";"renal system process involved in regulation of systemic arterial blood pressure";"1/10";"25/18888";0,04;75,552;8,58474540527804;0,0131604764075693;0,0446806297787848;0,0215493180942656;"REN";1
"GO:0003081";"GO:0003081";"regulation of systemic arterial blood pressure by renin-angiotensin";"1/10";"25/18888";0,04;75,552;8,58474540527804;0,0131604764075693;0,0446806297787848;0,0215493180942656;"REN";1
"GO:0060561";"GO:0060561";"apoptotic process involved in morphogenesis";"1/10";"25/18888";0,04;75,552;8,58474540527804;0,0131604764075693;0,0446806297787848;0,0215493180942656;"HNF1B";1
"GO:0072170";"GO:0072170";"metanephric tubule development";"1/10";"25/18888";0,04;75,552;8,58474540527804;0,0131604764075693;0,0446806297787848;0,0215493180942656;"UMOD";1
"GO:0072243";"GO:0072243";"metanephric nephron epithelium development";"1/10";"25/18888";0,04;75,552;8,58474540527804;0,0131604764075693;0,0446806297787848;0,0215493180942656;"UMOD";1
"GO:0035902";"GO:0035902";"response to immobilization stress";"1/10";"26/18888";0,0384615384615385;72,6461538461539;8,41374187741411;0,0136836379002228;0,0452228123935271;0,0218108109534331;"REN";1
"GO:1902455";"GO:1902455";"negative regulation of stem cell population maintenance";"1/10";"26/18888";0,0384615384615385;72,6461538461539;8,41374187741411;0,0136836379002228;0,0452228123935271;0,0218108109534331;"HNF1B";1
"GO:0032496";"GO:0032496";"response to lipopolysaccharide";"2/10";"348/18888";0,00574712643678161;10,8551724137931;4,27073361057596;0,013813513603841;0,0452228123935271;0,0218108109534331;"REN/UMOD";2
"GO:0019755";"GO:0019755";"one-carbon compound transport";"1/10";"27/18888";0,037037037037037;69,9555555555555;8,25224827627966;0,0142065497664617;0,0454279207648486;0,0219097340339557;"UMOD";1
"GO:0035929";"GO:0035929";"steroid hormone secretion";"1/10";"27/18888";0,037037037037037;69,9555555555555;8,25224827627966;0,0142065497664617;0,0454279207648486;0,0219097340339557;"REN";1
"GO:0003094";"GO:0003094";"glomerular filtration";"1/10";"29/18888";0,0344827586206897;65,1310344827586;7,95447302581141;0,0152516250431783;0,0466429234726577;0,0224957257705449;"UMOD";1
"GO:0003401";"GO:0003401";"axis elongation";"1/10";"29/18888";0,0344827586206897;65,1310344827586;7,95447302581141;0,0152516250431783;0,0466429234726577;0,0224957257705449;"HNF1B";1
"GO:0072207";"GO:0072207";"metanephric epithelium development";"1/10";"29/18888";0,0344827586206897;65,1310344827586;7,95447302581141;0,0152516250431783;0,0466429234726577;0,0224957257705449;"UMOD";1
"GO:0002237";"GO:0002237";"response to molecule of bacterial origin";"2/10";"369/18888";0,00542005420054201;10,2373983739837;4,12436972281121;0,0154415403128467;0,0466429234726577;0,0224957257705449;"REN/UMOD";2
"GO:0032535";"GO:0032535";"regulation of cellular component size";"2/10";"370/18888";0,00540540540540541;10,2097297297297;4,11769530250873;0,0155210719417854;0,0466429234726577;0,0224957257705449;"SLC12A3/SLC12A1";2
"GO:0007588";"GO:0007588";"excretion";"1/10";"30/18888";0,0333333333333333;62,96;7,81677695705683;0,0157737886652988;0,0466429234726577;0,0224957257705449;"UMOD";1
"GO:0046856";"GO:0046856";"phosphatidylinositol dephosphorylation";"1/10";"30/18888";0,0333333333333333;62,96;7,81677695705683;0,0157737886652988;0,0466429234726577;0,0224957257705449;"OCRL";1
"GO:0097205";"GO:0097205";"renal filtration";"1/10";"32/18888";0,03125;59,025;7,5608191965642;0,0168173684058771;0,0491563484776194;0,0237079422322681;"UMOD";1
"GO:0048566";"GO:0048566";"embryonic digestive tract development";"1/10";"33/18888";0,0303030303030303;57,2363636363636;7,44156760123739;0,0173387847357421;0,0491563484776194;0,0237079422322681;"HNF1B";1
"GO:0050891";"GO:0050891";"multicellular organismal-level water homeostasis";"1/10";"33/18888";0,0303030303030303;57,2363636363636;7,44156760123739;0,0173387847357421;0,0491563484776194;0,0237079422322681;"UMOD";1
"GO:0060795";"GO:0060795";"cell fate commitment involved in formation of primary germ layer";"1/10";"33/18888";0,0303030303030303;57,2363636363636;7,44156760123739;0,0173387847357421;0,0491563484776194;0,0237079422322681;"HNF1B";1
