"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0010463";"GO:0010463";"mesenchymal cell proliferation";"1/2";"45/18888";0,0222222222222222;209,866666666667;14,4353348998601;0,00475937981719521;0,0131798210322329;NA;"LMNA";1
"GO:0010823";"GO:0010823";"negative regulation of mitochondrion organization";"1/2";"52/18888";0,0192307692307692;181,615384615385;13,4211140373279;0,0054987074310987;0,0146632198162632;NA;"LMNA";1
"GO:0001836";"GO:0001836";"release of cytochrome c from mitochondria";"1/2";"55/18888";0,0181818181818182;171,709090909091;13,0468219746088;0,00581547802736038;0,0147005553435949;NA;"LMNA";1
"GO:0014888";"GO:0014888";"striated muscle adaptation";"1/2";"56/18888";0,0178571428571429;168,642857142857;12,9287738840754;0,00592105701339241;0,0147005553435949;NA;"LMNA";1
"GO:0010611";"GO:0010611";"regulation of cardiac muscle hypertrophy";"1/2";"68/18888";0,0147058823529412;138,882352941176;11,7214092122705;0,00718756754963923;0,0172501621191341;NA;"LMNA";1
"GO:0014743";"GO:0014743";"regulation of muscle hypertrophy";"1/2";"71/18888";0,0140845070422535;133,014084507042;11,4683449012585;0,00750406904058354;0,0174288055136134;NA;"LMNA";1
"GO:0055013";"GO:0055013";"cardiac muscle cell development";"1/2";"87/18888";0,0114942528735632;108,551724137931;10,346966042193;0,00919122482544965;0,0206802558572617;NA;"LMNA";1
"GO:0043502";"GO:0043502";"regulation of muscle adaptation";"1/2";"94/18888";0,0106382978723404;100,468085106383;9,9486595240384;0,00992890416928682;0,0208581254153635;NA;"LMNA";1
"GO:0055006";"GO:0055006";"cardiac cell development";"1/2";"94/18888";0,0106382978723404;100,468085106383;9,9486595240384;0,00992890416928682;0,0208581254153635;NA;"LMNA";1
"GO:2001237";"GO:2001237";"negative regulation of extrinsic apoptotic signaling pathway";"1/2";"100/18888";0,01;94,44;9,6409326581844;0,0105609821016486;0,0208581254153635;NA;"LMNA";1
"GO:0003300";"GO:0003300";"cardiac muscle hypertrophy";"1/2";"101/18888";0,0099009900990099;93,5049504950495;9,59231516693039;0,0106663088014459;0,0208581254153635;NA;"LMNA";1
"GO:0014897";"GO:0014897";"striated muscle hypertrophy";"1/2";"104/18888";0,00961538461538462;90,8076923076923;9,45067138066149;0,010982255262674;0,0208581254153635;NA;"LMNA";1
"GO:0014896";"GO:0014896";"muscle hypertrophy";"1/2";"106/18888";0,00943396226415094;89,0943396226415;9,35958330693767;0,011192858205022;0,0208581254153635;NA;"LMNA";1
"GO:0008637";"GO:0008637";"apoptotic mitochondrial changes";"1/2";"107/18888";0,00934579439252336;88,2616822429906;9,31499463153735;0,0112981512666552;0,0208581254153635;NA;"LMNA";1
"GO:0090398";"GO:0090398";"cellular senescence";"1/2";"111/18888";0,00900900900900901;85,0810810810811;9,14267261466404;0,0117192674495794;0,0210946814092429;NA;"LMNA";1
"GO:0043500";"GO:0043500";"muscle adaptation";"1/2";"119/18888";0,00840336134453781;79,3613445378151;8,82432079699776;0,0125612307101106;0,0217139158098058;NA;"LMNA";1
"GO:0050000";"GO:0050000";"chromosome localization";"1/2";"120/18888";0,00833333333333333;78,7;8,78676759589214;0,0126664508890534;0,0217139158098058;NA;"LMNA";1
"GO:0055007";"GO:0055007";"cardiac muscle cell differentiation";"1/2";"130/18888";0,00769230769230769;72,6461538461539;8,43524666829938;0,0137183443286403;0,022970250968886;NA;"LMNA";1
"GO:1900180";"GO:1900180";"regulation of protein localization to nucleus";"1/2";"144/18888";0,00694444444444444;65,5833333333333;8,0056584945856;0,0151900532754525;0,0247066145568493;NA;"LMNA";1
"GO:0010821";"GO:0010821";"regulation of mitochondrion organization";"1/2";"149/18888";0,00671140939597315;63,3825503355705;7,8670072357888;0,0157153973114628;0,0247066145568493;NA;"LMNA";1
"GO:0071456";"GO:0071456";"cellular response to hypoxia";"1/2";"154/18888";0,00649350649350649;61,3246753246753;7,7351117244344;0,0162406011884544;0,0247066145568493;NA;"LMNA";1
"GO:2001236";"GO:2001236";"regulation of extrinsic apoptotic signaling pathway";"1/2";"157/18888";0,00636942675159236;60,1528662420382;7,65899229690979;0,0165556562383197;0,0247066145568493;NA;"LMNA";1
"GO:0006606";"GO:0006606";"protein import into nucleus";"1/2";"161/18888";0,0062111801242236;58,6583850931677;7,56080091141764;0,0169756511490897;0,0247066145568493;NA;"LMNA";1
"GO:0036294";"GO:0036294";"cellular response to decreased oxygen levels";"1/2";"161/18888";0,0062111801242236;58,6583850931677;7,56080091141764;0,0169756511490897;0,0247066145568493;NA;"LMNA";1
"GO:0035051";"GO:0035051";"cardiocyte differentiation";"1/2";"165/18888";0,00606060606060606;57,2363636363636;7,46617180453521;0,0173955563580874;0,0247066145568493;NA;"LMNA";1
"GO:0051170";"GO:0051170";"import into nucleus";"1/2";"166/18888";0,00602409638554217;56,8915662650602;7,44304593094077;0,0175005186444349;0,0247066145568493;NA;"LMNA";1
"GO:0071453";"GO:0071453";"cellular response to oxygen levels";"1/2";"177/18888";0,00564971751412429;53,3559322033898;7,20162537389221;0,0186547337744462;0,0258296313800024;NA;"LMNA";1
"GO:0055001";"GO:0055001";"muscle cell development";"1/2";"204/18888";0,00490196078431373;46,2941176470588;6,69342580212837;0,021484931212308;0,0291870763638901;NA;"LMNA";1
"GO:0007163";"GO:0007163";"establishment or maintenance of cell polarity";"1/2";"226/18888";0,00442477876106195;41,787610619469;6,34789722861348;0,0237879961850733;0,0316884354418088;NA;"LMNA";1
"GO:0097191";"GO:0097191";"extrinsic apoptotic signaling pathway";"1/2";"230/18888";0,00434782608695652;41,0608695652174;6,29039968419067;0,0242064437402706;0,0316884354418088;NA;"LMNA";1
"GO:2001234";"GO:2001234";"negative regulation of apoptotic signaling pathway";"1/2";"244/18888";0,00409836065573771;38,7049180327869;6,10028130604228;0,0256703037820037;0,0323855350500733;NA;"LMNA";1
"GO:0090257";"GO:0090257";"regulation of muscle system process";"1/2";"245/18888";0,00408163265306122;38,5469387755102;6,08732055693143;0,0257748231658508;0,0323855350500733;NA;"LMNA";1
"GO:0048738";"GO:0048738";"cardiac muscle tissue development";"1/2";"248/18888";0,00403225806451613;38,0806451612903;6,04890360252736;0,0260883476792257;0,0323855350500733;NA;"LMNA";1
"GO:0014706";"GO:0014706";"striated muscle tissue development";"1/2";"265/18888";0,00377358490566038;35,6377358490566;5,84351423820495;0,0278640335070207;0,0340035663136524;NA;"LMNA";1
"GO:0001666";"GO:0001666";"response to hypoxia";"1/2";"313/18888";0,00319488817891374;30,1725239616613;5,35560154417279;0,0328689887450513;0,038714482451712;NA;"LMNA";1
"GO:0051146";"GO:0051146";"striated muscle cell differentiation";"1/2";"313/18888";0,00319488817891374;30,1725239616613;5,35560154417279;0,0328689887450513;0,038714482451712;NA;"LMNA";1
"GO:0031647";"GO:0031647";"regulation of protein stability";"1/2";"326/18888";0,00306748466257669;28,9693251533742;5,24209514225936;0,0342222745333057;0,038714482451712;NA;"LMNA";1
"GO:0036293";"GO:0036293";"response to decreased oxygen levels";"1/2";"327/18888";0,00305810397553517;28,8807339449541;5,23364051058183;0,0343263341955692;0,038714482451712;NA;"LMNA";1
"GO:0006913";"GO:0006913";"nucleocytoplasmic transport";"1/2";"333/18888";0,003003003003003;28,3603603603604;5,18370103252901;0,0349505744355734;0,038714482451712;NA;"LMNA";1
"GO:0051169";"GO:0051169";"nuclear transport";"1/2";"333/18888";0,003003003003003;28,3603603603604;5,18370103252901;0,0349505744355734;0,038714482451712;NA;"LMNA";1
"GO:0070482";"GO:0070482";"response to oxygen levels";"1/2";"354/18888";0,00282485875706215;26,6779661016949;5,01884944769104;0,0371338258723097;0,0405096282243379;NA;"LMNA";1
"GO:0010639";"GO:0010639";"negative regulation of organelle organization";"1/2";"365/18888";0,00273972602739726;25,8739726027397;4,93812882823686;0,0382764470482477;0,041132898320505;NA;"LMNA";1
"GO:2001233";"GO:2001233";"regulation of apoptotic signaling pathway";"1/2";"396/18888";0,00252525252525253;23,8484848484849;4,72867593353489;0,0414929115304832;0,0439336710322763;NA;"LMNA";1
"GO:0042692";"GO:0042692";"muscle cell differentiation";"1/2";"428/18888";0,00233644859813084;22,0654205607477;4,53630937342119;0,0448074817198439;0,0467556330989676;NA;"LMNA";1
"GO:0060537";"GO:0060537";"muscle tissue development";"1/2";"438/18888";0,00228310502283105;21,5616438356164;4,48046611775019;0,0458421075682575;0,0471518820702077;NA;"LMNA";1
"GO:0072594";"GO:0072594";"establishment of protein localization to organelle";"1/2";"454/18888";0,00220264317180617;20,8017621145374;4,39489464980515;0,0474963428026787;0,0480129969794948;NA;"LMNA";1
"GO:0003012";"GO:0003012";"muscle system process";"1/2";"459/18888";0,00217864923747277;20,5751633986928;4,36905336118801;0,0480129969794948;0,0480129969794948;NA;"LMNA";1
