"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0035850";"epithelial cell differentiation involved in kidney development";"11/190";"48/18888";0,229166666666667;22,7815789473684;15,2310639280362;1,30369224400613e-12;4,21211112290709e-10;3,00784880411367e-10;"LAMB2/PTPRO/PAX2/WT1/MYO1E/JAG1/NPHS1/NPHS2/MAGI2/FOXC2/GATA3";11
"GO:0072010";"glomerular epithelium development";"9/190";"26/18888";0,346153846153846;34,4113360323887;17,1849138350669;2,35082622702872e-12;6,96236367571673e-10;4,97179125733881e-10;"LAMB2/PTPRO/WT1/MYO1E/JAG1/NPHS1/NPHS2/MAGI2/FOXC2";9
"GO:0002429";"immune response-activating cell surface receptor signaling pathway";"22/190";"332/18888";0,0662650602409639;6,58744451490171;10,3538244288835;2,88669215396594e-12;7,66793643286943e-10;5,47563745509824e-10;"C3/CD2AP/PTPN22/CTLA4/HLA-DPB1/KLRC4/TLR4/FOXP3/CD81/ADA/PRKCD/ZAP70/GATA3/FCGR2B/IRAK1/HLA-DRB1/BANK1/IGHG1/TNFAIP3/CR2/BLK/ITGAM";22
"GO:0072073";"kidney epithelium development";"16/190";"152/18888";0,105263157894737;10,4642659279778;11,8094861908823;3,02057147046066e-12;7,66793643286943e-10;5,47563745509824e-10;"LAMB2/PTPRO/PAX2/WT1/MYO1E/JAG1/NPHS1/NPHS2/MAGI2/LAMA5/FOXC2/HNF1B/KANK2/UMOD/GATA3/RET";16
"GO:0002757";"immune response-activating signaling pathway";"26/190";"500/18888";0,052;5,16934736842105;9,52459564591325;6,75154357200109e-12;1,59966572365946e-09;1,14231379312945e-09;"C3/CD2AP/PTPN22/CTLA4/HLA-DPB1/KLRC4/MEFV/TLR4/FOXP3/CD81/ADA/PRKCD/ZAP70/GATA3/TREX1/FCGR2B/IRAK1/HLA-DRB1/BANK1/IGHG1/TNIP1/TNFAIP3/CR2/BLK/ITGAM/TLR7";26
"GO:0061005";"cell differentiation involved in kidney development";"11/190";"58/18888";0,189655172413793;18,853720508167;13,7270836912684;1,20396719245049e-11;2,67431212623066e-09;1,90971375065667e-09;"LAMB2/PTPRO/PAX2/WT1/MYO1E/JAG1/NPHS1/NPHS2/MAGI2/FOXC2/GATA3";11
"GO:0002768";"immune response-regulating cell surface receptor signaling pathway";"22/190";"360/18888";0,0611111111111111;6,07508771929825;9,80034231541151;1,42371243143016e-11;2,97639645958988e-09;2,12543075676664e-09;"C3/CD2AP/PTPN22/CTLA4/HLA-DPB1/KLRC4/TLR4/FOXP3/CD81/ADA/PRKCD/ZAP70/GATA3/FCGR2B/IRAK1/HLA-DRB1/BANK1/IGHG1/TNFAIP3/CR2/BLK/ITGAM";22
"GO:0072009";"nephron epithelium development";"14/190";"121/18888";0,115702479338843;11,5020443671161;11,6823394100067;1,98436413664927e-11;3,91801674536195e-09;2,79783738798912e-09;"LAMB2/PTPRO/PAX2/WT1/MYO1E/JAG1/NPHS1/NPHS2/MAGI2/LAMA5/FOXC2/HNF1B/UMOD/GATA3";14
"GO:0002456";"T cell mediated immunity";"14/190";"129/18888";0,108527131782946;10,7887392900857;11,245466811369;4,76792465801406e-11;8,91852854451682e-09;6,36867941854399e-09;"JAG1/EMP2/WAS/IL12A/HLA-B/IL23R/FOXP3/CD81/GATA3/TREX1/FCGR2B/HLA-DRB1/CR2/TNFSF4";14
"GO:0002697";"regulation of immune effector process";"22/190";"385/18888";0,0571428571428571;5,6806015037594;9,353446598344;5,24560449787616e-11;9,32143919272594e-09;6,6563960233576e-09;"CFH/C3/DNASE1L3/WAS/IL12A/KLRC4/HLA-B/IL10/IL23R/TLR4/FOXP3/CD81/GATA3/TREX1/FCGR2B/DNASE1/HLA-DRB1/IRF5/CR2/TNFSF4/ITGAM/TLR7";22
"GO:0002703";"regulation of leukocyte mediated immunity";"18/190";"246/18888";0,0731707317073171;7,27394094993581;9,98441080199417;6,04412922269637e-11;1,02289691702204e-08;7,30445892527366e-09;"C3/DNASE1L3/WAS/IL12A/KLRC4/HLA-B/IL10/IL23R/TLR4/FOXP3/CD81/GATA3/FCGR2B/DNASE1/HLA-DRB1/CR2/TNFSF4/ITGAM";18
"GO:0070661";"leukocyte proliferation";"21/190";"352/18888";0,0596590909090909;5,93074162679426;9,41317819561043;6,67506152131636e-11;1,07832584757992e-08;7,70027431956639e-09;"CD151/EMP2/PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/CD81/ADA/PRKCD/ZAP70/NF1/FCGR2B/HLA-DRB1/TNFAIP3/CR2/TNFSF4";21
"GO:0046651";"lymphocyte proliferation";"19/190";"308/18888";0,0616883116883117;6,13246753246753;9,15460113906196;3,23837155323472e-10;5,00398804356356e-08;3,57332440038851e-08;"CD151/EMP2/PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/CD81/ADA/PRKCD/ZAP70/FCGR2B/HLA-DRB1/CR2/TNFSF4";19
"GO:0016064";"immunoglobulin mediated immune response";"16/190";"208/18888";0,0769230769230769;7,64696356275304;9,71688901977096;3,50896794658968e-10;5,19619670090822e-08;3,71057970141567e-08;"C1QA/C3/C4A/IL10/FOXP3/CFI/CD81/PRKCD/TREX1/FCGR2A/FCGR2B/FCGR3B/IGHG1/CR2/TNFSF4/C4B";16
"GO:0032836";"glomerular basement membrane development";"6/190";"11/18888";0,545454545454545;54,2239234449761;17,7990758320172;4,24191208680174e-10;5,79836752172822e-08;4,14058706124655e-08;"COL4A4/COL4A3/LAMB2/WT1/MYO1E/NPHS1";6
"GO:0072015";"podocyte development";"6/190";"11/18888";0,545454545454545;54,2239234449761;17,7990758320172;4,24191208680174e-10;5,79836752172822e-08;4,14058706124655e-08;"LAMB2/MYO1E/JAG1/NPHS1/NPHS2/MAGI2";6
"GO:0019724";"B cell mediated immunity";"16/190";"212/18888";0,0754716981132075;7,50268123138034;9,59796530464169;4,64862781761035e-10;6,00369491630629e-08;4,28721039102404e-08;"C1QA/C3/C4A/IL10/FOXP3/CFI/CD81/PRKCD/TREX1/FCGR2A/FCGR2B/FCGR3B/IGHG1/CR2/TNFSF4/C4B";16
"GO:0032943";"mononuclear cell proliferation";"19/190";"315/18888";0,0603174603174603;5,99619047619048;9,01392515371981;4,7299791124529e-10;6,00369491630629e-08;4,28721039102404e-08;"CD151/EMP2/PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/CD81/ADA/PRKCD/ZAP70/FCGR2B/HLA-DRB1/CR2/TNFSF4";19
"GO:0097205";"renal filtration";"8/190";"32/18888";0,25;24,8526315789474;13,6127922787962;7,73814068796783e-10;9,48322482932334e-08;6,77192638790942e-08;"KIRREL1/PTPRO/MYO1E/ITGA3/EMP2/TBC1D8B/NPHS2/UMOD";8
"GO:0072310";"glomerular epithelial cell development";"6/190";"12/18888";0,5;49,7052631578947;17,0126609067258;8,41300796162209e-10;9,96661009853497e-08;7,11710954227048e-08;"LAMB2/MYO1E/JAG1/NPHS1/NPHS2/MAGI2";6
"GO:0002822";"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains";"15/190";"192/18888";0,078125;7,76644736842105;9,49943303646851;1,02787339908579e-09;1,17840711624223e-07;8,41494996670913e-08;"C3/WAS/IL12A/HLA-B/IL10/IL23R/FOXP3/CD81/ADA/GATA3/FCGR2B/HLA-DRB1/TNFAIP3/CR2/TNFSF4";15
"GO:0001906";"cell killing";"16/190";"226/18888";0,0707964601769911;7,03791336748952;9,20497720528668;1,18715419036279e-09;1,31848312267167e-07;9,41522616106806e-08;"CFH/C3/APOL1/EMP2/DNASE1L3/IL12A/KLRC4/HLA-B/IL23R/FCGR2A/FCGR2B/DNASE1/FCGR3B/HLA-DRB1/IGHG1/ITGAM";16
"GO:0006099";"tricarboxylic acid cycle";"8/190";"34/18888";0,235294117647059;23,3907120743034;13,1724429219093;1,31296402894303e-09;1,41402247238289e-07;1,00974681779319e-07;"SDHD/SDHB/MDH2/SDHA/SDHC/FH/SDHAF2/DLST";8
"GO:0070663";"regulation of leukocyte proliferation";"17/190";"267/18888";0,0636704119850187;6,32950916617386;8,84101356720973;1,79308486212933e-09;1,87430105882578e-07;1,33842959832626e-07;"PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/CD81/ADA/ZAP70/NF1/FCGR2B/HLA-DRB1/TNFAIP3/TNFSF4";17
"GO:0001909";"leukocyte mediated cytotoxicity";"13/190";"144/18888";0,0902777777777778;8,97456140350877;9,68317158525478;2,38383918689912e-09;2,42061842006842e-07;1,7285522645455e-07;"EMP2/DNASE1L3/IL12A/KLRC4/HLA-B/IL23R/FCGR2A/FCGR2B/DNASE1/FCGR3B/HLA-DRB1/IGHG1/ITGAM";13
"GO:0032609";"type II interferon production";"12/190";"119/18888";0,100840336134454;10,0245908889872;9,9549973703407;2,81437345880874e-09;2,70331980340709e-07;1,930427996924e-07;"PTPN22/HLA-DPA1/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/GATA3/HLA-DRB1/TNFSF4/TLR7";12
"GO:0032649";"regulation of type II interferon production";"12/190";"119/18888";0,100840336134454;10,0245908889872;9,9549973703407;2,81437345880874e-09;2,70331980340709e-07;1,930427996924e-07;"PTPN22/HLA-DPA1/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/GATA3/HLA-DRB1/TNFSF4/TLR7";12
"GO:0002819";"regulation of adaptive immune response";"15/190";"207/18888";0,072463768115942;7,20366132723112;9,04677743318809;2,90448326569385e-09;2,71645619112524e-07;1,93980862980273e-07;"C3/WAS/IL12A/HLA-B/IL10/IL23R/FOXP3/CD81/ADA/GATA3/FCGR2B/HLA-DRB1/TNFAIP3/CR2/TNFSF4";15
"GO:0045785";"positive regulation of cell adhesion";"22/190";"485/18888";0,045360824742268;4,50934346174715;7,89247371387926;4,02868424960942e-09;3,67126764695176e-07;2,62163501371344e-07;"LAMB2/FN1/ITGA3/EMP2/HLA-DPA1/HLA-DPB1/FOXC2/IL12A/IL10/IL23R/FOXP3/SOCS1/CD81/ADA/JAK1/ZAP70/GATA3/RET/IRAK1/HLA-DRB1/ETS1/TNFSF4";22
"GO:0002455";"humoral immune response mediated by circulating immunoglobulin";"9/190";"56/18888";0,160714285714286;15,9766917293233;11,3141620386684;4,39655405093574e-09;3,9063382742564e-07;2,78949784652791e-07;"C1QA/C3/C4A/CFI/CD81/FCGR2B/IGHG1/CR2/C4B";9
"GO:0003014";"renal system process";"12/190";"127/18888";0,094488188976378;9,39312059676751;9,56660945952953;5,9470600152682e-09;5,15508568152761e-07;3,68122251522764e-07;"KIRREL1/PTPRO/MYO1E/CLCN5/ITGA3/SLC12A3/CLCNKB/REN/EMP2/TBC1D8B/NPHS2/UMOD";12
"GO:0002706";"regulation of lymphocyte mediated immunity";"14/190";"186/18888";0,0752688172043011;7,48251273344652;8,95605057139602;6,11612691332114e-09;5,1754083452246e-07;3,69573483408954e-07;"C3/WAS/IL12A/KLRC4/HLA-B/IL10/IL23R/FOXP3/CD81/GATA3/FCGR2B/HLA-DRB1/CR2/TNFSF4";14
"GO:0050727";"regulation of inflammatory response";"20/190";"425/18888";0,0470588235294118;4,67814241486068;7,73094500491779;1,16311287823914e-08;9,61326318432999e-07;6,86478616752646e-07;"APOE/C3/DNASE1L3/IL10/MEFV/TLR4/FOXP3/CD81/ADA/PRKCD/GATA3/TREX1/FCGR2B/DNASE1/HLA-DRB1/TNIP1/ETS1/TNFAIP3/TNFSF4/TLR7";20
"GO:0003094";"glomerular filtration";"7/190";"29/18888";0,241379310344828;23,9956442831216;12,4924023565448;1,20765514968285e-08;9,75456000448371e-07;6,965685564319e-07;"KIRREL1/PTPRO/MYO1E/EMP2/TBC1D8B/NPHS2/UMOD";7
"GO:0050670";"regulation of lymphocyte proliferation";"15/190";"237/18888";0,0632911392405063;6,29180546302465;8,2639502722214;1,81922312391749e-08;1,4367819960895e-06;1,02599928696259e-06;"PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/CD81/ADA/ZAP70/FCGR2B/HLA-DRB1/TNFSF4";15
"GO:0032944";"regulation of mononuclear cell proliferation";"15/190";"241/18888";0,0622406639004149;6,18737715658441;8,1698216155686;2,27531093787339e-08;1,75029024944584e-06;1,24987406078071e-06;"PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/TLR4/FOXP3/CD81/ADA/ZAP70/FCGR2B/HLA-DRB1/TNFSF4";15
"GO:0001794";"type IIa hypersensitivity";"5/190";"10/18888";0,5;49,7052631578947;15,529540877913;2,36392605440068e-08;1,75029024944584e-06;1,24987406078071e-06;"C3/FCGR2A/FCGR2B/FCGR3B/IGHG1";5
"GO:0002445";"type II hypersensitivity";"5/190";"10/18888";0,5;49,7052631578947;15,529540877913;2,36392605440068e-08;1,75029024944584e-06;1,24987406078071e-06;"C3/FCGR2A/FCGR2B/FCGR3B/IGHG1";5
"GO:0050851";"antigen receptor-mediated signaling pathway";"14/190";"208/18888";0,0673076923076923;6,69109311740891;8,3195461658497;2,54758621353285e-08;1,84777987814199e-06;1,31949094754623e-06;"CD2AP/PTPN22/CTLA4/HLA-DPB1/FOXP3/CD81/ADA/ZAP70/GATA3/FCGR2B/HLA-DRB1/BANK1/IGHG1/BLK";14
"GO:0070525";"tRNA threonylcarbamoyladenosine metabolic process";"6/190";"20/18888";0,3;29,8231578947368;13,0003288393544;3,30033131625802e-08;2,3458754995962e-06;1,67517869547328e-06;"TPRKB/GON7/TP53RK/LAGE3/OSGEP/YRDC";6
"GO:0046635";"positive regulation of alpha-beta T cell activation";"9/190";"73/18888";0,123287671232877;12,2560922855083;9,7130959018261;4,86390588289302e-08;3,38947480545133e-06;2,42040806680187e-06;"IL12A/IL23R/FOXP3/SOCS1/CD81/ADA/ZAP70/HLA-DRB1/TNFSF4";9
"GO:0007159";"leukocyte cell-cell adhesion";"19/190";"419/18888";0,045346062052506;4,50787589498807;7,31964896702067;4,96228786018451e-08;3,39153289521072e-06;2,42187773904957e-06;"PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/FOXP3/SOCS1/CD81/ADA/ZAP70/UMOD/GATA3/IRAK1/HLA-DRB1/TNIP1/ETS1/TNFSF4";19
"GO:0002699";"positive regulation of immune effector process";"15/190";"257/18888";0,0583657587548638;5,80217079664141;7,8135211851541;5,33604197595364e-08;3,5781685250074e-06;2,5551533672342e-06;"C3/IL12A/KLRC4/HLA-B/IL10/IL23R/TLR4/FOXP3/CD81/GATA3/HLA-DRB1/IRF5/TNFSF4/ITGAM/TLR7";15
"GO:0002709";"regulation of T cell mediated immunity";"10/190";"99/18888";0,101010101010101;10,0414673046252;9,09212490197294;6,00547561499666e-08;3,95249265475891e-06;2,82245647324697e-06;"WAS/IL12A/HLA-B/IL23R/FOXP3/CD81/GATA3/FCGR2B/HLA-DRB1/TNFSF4";10
"GO:0002366";"leukocyte activation involved in immune response";"16/190";"301/18888";0,053156146179402;5,28428046861339;7,55296035703548;6,93004949804499e-08;4,47807198473671e-06;3,19777020857158e-06;"DNASE1L3/IL10/IL23R/TLR4/STAT4/FOXP3/CD81/ADA/JAK1/GATA3/TREX1/FCGR2B/DNASE1/HLA-DRB1/TNFSF4/ITGAM";16
"GO:0002263";"cell activation involved in immune response";"16/190";"305/18888";0,0524590163934426;5,21497842968076;7,48080054428492;8,31030153389542e-08;5,27407350919006e-06;3,7661911650793e-06;"DNASE1L3/IL10/IL23R/TLR4/STAT4/FOXP3/CD81/ADA/JAK1/GATA3/TREX1/FCGR2B/DNASE1/HLA-DRB1/TNFSF4/ITGAM";16
"GO:0022407";"regulation of cell-cell adhesion";"20/190";"496/18888";0,0403225806451613;4,00848896434635;6,84440176778043;1,46960713558969e-07;9,16312940330836e-06;6,54334774498014e-06;"JAG1/PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/FOXP3/SOCS1/CD81/ADA/JAK1/PRKCD/ZAP70/GATA3/IRAK1/HLA-DRB1/ETS1/TNFSF4";20
"GO:0031341";"regulation of cell killing";"10/190";"110/18888";0,0909090909090909;9,03732057416268;8,52204217069717;1,64314695992182e-07;1,00685246475209e-05;7,18988624386844e-06;"CFH/DNASE1L3/IL12A/KLRC4/HLA-B/IL23R/FCGR2B/DNASE1/HLA-DRB1/ITGAM";10
"GO:0002437";"inflammatory response to antigenic stimulus";"9/190";"84/18888";0,107142857142857;10,6511278195489;8,9362086839442;1,67719388144151e-07;1,01029611095646e-05;7,21447715995624e-06;"C3/IL10/CD81/TREX1/FCGR2A/FCGR2B/FCGR3B/HLA-DRB1/IGHG1";9
"GO:0006958";"complement activation, classical pathway";"7/190";"42/18888";0,166666666666667;16,5684210526316;10,1817008642698;1,86919908507655e-07;1,10718892472701e-05;7,90638420020977e-06;"C1QA/C3/C4A/CFI/IGHG1/CR2/C4B";7
"GO:0022409";"positive regulation of cell-cell adhesion";"16/190";"325/18888";0,0492307692307692;4,89405668016194;7,13806633664916;1,97604810844839e-07;1,15129097990583e-05;8,22131490848848e-06;"HLA-DPA1/HLA-DPB1/IL12A/IL10/IL23R/FOXP3/SOCS1/CD81/ADA/JAK1/ZAP70/GATA3/IRAK1/HLA-DRB1/ETS1/TNFSF4";16
"GO:0046634";"regulation of alpha-beta T cell activation";"10/190";"115/18888";0,0869565217391304;8,64439359267734;8,28868877190374;2,50075062850837e-07;1,43349479576109e-05;1,02365191262032e-05;"IL12A/IL23R/FOXP3/SOCS1/CD81/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";10
"GO:0050866";"negative regulation of cell activation";"13/190";"215/18888";0,0604651162790698;6,01086903304774;7,44879369764145;2,83315354852554e-07;1,59825836689838e-05;1,14130880626484e-05;"APOE/FN1/PTPN22/CTLA4/IL10/FOXP3/SOCS1/PRKCD/FCGR2B/HLA-DRB1/BANK1/TNFAIP3/TNFSF4";13
"GO:0046631";"alpha-beta T cell activation";"12/190";"181/18888";0,0662983425414365;6,59075312590869;7,61847843418858;3,06912212547142e-07;1,70432188030085e-05;1,21704826389993e-05;"IL12A/IL23R/STAT4/FOXP3/SOCS1/CD81/ADA/JAK1/ZAP70/GATA3/HLA-DRB1/TNFSF4";12
"GO:1903037";"regulation of leukocyte cell-cell adhesion";"17/190";"382/18888";0,0445026178010471;4,42402865803252;6,8151199862856;3,39010949045723e-07;1,85360755832077e-05;1,32365246663844e-05;"PTPN22/HLA-DPA1/CTLA4/HLA-DPB1/IL12A/IL10/IL23R/FOXP3/SOCS1/CD81/ADA/ZAP70/GATA3/IRAK1/HLA-DRB1/ETS1/TNFSF4";17
"GO:0002705";"positive regulation of leukocyte mediated immunity";"11/190";"150/18888";0,0733333333333333;7,2901052631579;7,79655305244609;3,52978099932583e-07;1,88484429276079e-05;1,34595847224662e-05;"C3/IL12A/KLRC4/HLA-B/IL23R/FOXP3/CD81/GATA3/HLA-DRB1/TNFSF4/ITGAM";11
"GO:0006956";"complement activation";"8/190";"67/18888";0,119402985074627;11,869913589945;8,98468506430278;3,55330803643706e-07;1,88484429276079e-05;1,34595847224662e-05;"CFH/C1QA/C3/C4A/CFI/IGHG1/CR2/C4B";8
"GO:0006959";"humoral immune response";"14/190";"258/18888";0,0542635658914729;5,39436964504284;7,164084909263;3,66620530006835e-07;1,91613141712396e-05;1,36830046106266e-05;"CFH/C1QA/C3/PRTN3/C4A/CFI/CD81/GATA3/FCGR2B/HLA-DRB1/IGHG1/CR2/C4B/PDCD1";14
"GO:0001656";"metanephros development";"9/190";"93/18888";0,0967741935483871;9,62037351443124;8,40053810366281;4,05437406733908e-07;2,0882964399019e-05;1,49124269662159e-05;"LAMB2/PAX2/WT1/NPHS2/FOXC2/HNF1B/UMOD/RET/NF1";9
"GO:0002711";"positive regulation of T cell mediated immunity";"8/190";"69/18888";0,115942028985507;11,5258581235698;8,82967053922968;4,47779600514344e-07;2,27344100032568e-05;1,62345355915802e-05;"IL12A/HLA-B/IL23R/FOXP3/CD81/GATA3/HLA-DRB1/TNFSF4";8
"GO:0001910";"regulation of leukocyte mediated cytotoxicity";"9/190";"96/18888";0,09375;9,31973684210526;8,23795503408242;5,32553164085115e-07;2,63260570428135e-05;1,87993139028592e-05;"DNASE1L3/IL12A/KLRC4/HLA-B/IL23R/FCGR2B/DNASE1/HLA-DRB1/ITGAM";9
"GO:0002824";"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains";"10/190";"125/18888";0,08;7,95284210526316;7,86188971031498;5,45592735117377e-07;2,63260570428135e-05;1,87993139028592e-05;"C3/IL12A/HLA-B/IL23R/FOXP3/CD81/ADA/GATA3/HLA-DRB1/TNFSF4";10
"GO:0046632";"alpha-beta T cell differentiation";"10/190";"125/18888";0,08;7,95284210526316;7,86188971031498;5,45592735117377e-07;2,63260570428135e-05;1,87993139028592e-05;"IL23R/STAT4/FOXP3/SOCS1/ADA/JAK1/ZAP70/GATA3/HLA-DRB1/TNFSF4";10
"GO:0072224";"metanephric glomerulus development";"5/190";"17/18888";0,294117647058824;29,2383900928793;11,7416099616804;5,48150878212775e-07;2,63260570428135e-05;1,87993139028592e-05;"LAMB2/PAX2/WT1/NPHS2/RET";5
"GO:0002708";"positive regulation of lymphocyte mediated immunity";"10/190";"128/18888";0,078125;7,76644736842105;7,74301300689114;6,79868230998726e-07;3,2216689239593e-05;2,30057867359709e-05;"C3/IL12A/KLRC4/HLA-B/IL23R/FOXP3/CD81/GATA3/HLA-DRB1/TNFSF4";10
"GO:0001667";"ameboidal-type cell migration";"19/190";"498/18888";0,0381526104417671;3,79277108433735;6,36678022825909;7,0810540180175e-07;3,31132447105713e-05;2,36460127942385e-05;"APOE/SGPL1/FN1/SOX18/CRB2/ITGA3/EMP2/DAAM2/ANLN/LAMA5/FOXC2/KANK2/GATA3/RET/PLEC/ITGB4/NF1/ETS1/MECP2";19
"GO:0001819";"positive regulation of cytokine production";"19/190";"500/18888";0,038;3,7776;6,34524171971486;7,51947514233497e-07;3,43004698079539e-05;2,44938046698981e-05;"C3/PTPN22/HLA-DPA1/HLA-DPB1/IL12A/IL10/IFNGR1/MEFV/IL23R/TLR4/FOXP3/CD81/GATA3/FCGR2A/FCGR2B/IRAK1/IRF5/TNFSF4/TLR7";19
"GO:0002524";"hypersensitivity";"5/190";"18/18888";0,277777777777778;27,6140350877193;11,3873256472907;7,52795904620261e-07;3,43004698079539e-05;2,44938046698981e-05;"C3/FCGR2A/FCGR2B/FCGR3B/IGHG1";5
"GO:0046637";"regulation of alpha-beta T cell differentiation";"8/190";"74/18888";0,108108108108108;10,7470839260313;8,46858222153215;7,73266651280434e-07;3,47872111221603e-05;2,48413843602549e-05;"IL23R/FOXP3/SOCS1/ADA/ZAP70/GATA3/HLA-DRB1/TNFSF4";8
"GO:0050864";"regulation of B cell activation";"10/190";"130/18888";0,0769230769230769;7,64696356275304;7,66588714446028;7,84685291779082e-07;3,48596440872857e-05;2,48931084010443e-05;"CTLA4/IL10/TLR4/FOXP3/CD81/ADA/FCGR2B/BANK1/TNFAIP3/TNFSF4";10
