stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000354612	9606.ENSP00000354813	PTGS1	MT-ND5	9606	0.883	0	0	0	0	0	0	0.883
9606.ENSP00000354612	9606.ENSP00000355265	PTGS1	MT-ATP8	9606	0.882	0	0	0	0	0	0	0.882
9606.ENSP00000354612	9606.ENSP00000355046	PTGS1	MT-ND2	9606	0.882	0	0	0	0	0	0	0.882
9606.ENSP00000354612	9606.ENSP00000354665	PTGS1	MT-ND6	9606	0.881	0	0	0	0	0	0	0.881
9606.ENSP00000354612	9606.ENSP00000354687	PTGS1	MT-ND1	9606	0.88	0	0	0	0	0	0	0.88
9606.ENSP00000354612	9606.ENSP00000389414	PTGS1	TBXAS1	9606	0.866	0	0	0	0.099	0	0	0.857
9606.ENSP00000354612	9606.ENSP00000383364	PTGS1	PLA2G2A	9606	0.797	0	0	0	0	0	0.65	0.446
9606.ENSP00000354612	9606.ENSP00000393847	PTGS1	PLA2G10	9606	0.791	0	0	0	0	0	0.65	0.428
9606.ENSP00000354612	9606.ENSP00000333142	PTGS1	PLA2G6	9606	0.782	0	0	0	0.06	0.074	0.65	0.37
9606.ENSP00000354612	9606.ENSP00000258424	PTGS1	COX5B	9606	0.763	0	0	0	0	0	0	0.763
9606.ENSP00000354612	9606.ENSP00000312286	PTGS1	PLA2G1B	9606	0.759	0	0	0	0	0	0.65	0.341
9606.ENSP00000354612	9606.ENSP00000291294	PTGS1	PTGIR	9606	0.753	0	0	0	0.139	0	0	0.725
9606.ENSP00000354612	9606.ENSP00000302846	PTGS1	PTGER4	9606	0.751	0	0	0	0.085	0	0	0.739
9606.ENSP00000354612	9606.ENSP00000263341	PTGS1	IL1B	9606	0.748	0	0	0	0.166	0	0	0.711
9606.ENSP00000354612	9606.ENSP00000472546	PTGS1	PLA2G4C	9606	0.734	0	0	0	0.056	0	0.65	0.259
9606.ENSP00000354612	9606.ENSP00000364257	PTGS1	PLA2G2E	9606	0.719	0	0	0	0	0	0.65	0.23
9606.ENSP00000354612	9606.ENSP00000364243	PTGS1	PLA2G2F	9606	0.719	0	0	0	0	0	0.65	0.231
9606.ENSP00000354612	9606.ENSP00000292513	PTGS1	PTGER1	9606	0.714	0	0	0	0	0.052	0	0.711
9606.ENSP00000354612	9606.ENSP00000290472	PTGS1	PLA2G4D	9606	0.714	0	0	0	0.056	0	0.65	0.205
9606.ENSP00000354612	9606.ENSP00000364249	PTGS1	PLA2G5	9606	0.713	0	0	0	0	0	0.65	0.216
9606.ENSP00000354612	9606.ENSP00000396045	PTGS1	PLA2G4B	9606	0.713	0	0	0	0.056	0	0.65	0.201
9606.ENSP00000354612	9606.ENSP00000330442	PTGS1	PLB1	9606	0.713	0	0	0	0.127	0	0.65	0.138
9606.ENSP00000354612	9606.ENSP00000292596	PTGS1	LTC4S	9606	0.709	0	0	0	0.063	0	0	0.703
9606.ENSP00000354612	9606.ENSP00000385675	PTGS1	IL6	9606	0.708	0	0	0	0.131	0	0	0.678
9606.ENSP00000354612	9606.ENSP00000320337	PTGS1	PLAAT3	9606	0.708	0	0	0	0.051	0	0.65	0.191
9606.ENSP00000354612	9606.ENSP00000364246	PTGS1	PLA2G2D	9606	0.708	0	0	0	0	0	0.65	0.201
9606.ENSP00000354612	9606.ENSP00000349003	PTGS1	PTGER3	9606	0.7	0	0	0	0.044	0	0	0.699
9606.ENSP00000354612	9606.ENSP00000247992	PTGS1	PLA2G2C	9606	0.699	0	0	0	0	0	0.65	0.175
9606.ENSP00000354612	9606.ENSP00000380442	PTGS1	PLA2G4F	9606	0.697	0	0	0	0.056	0	0.65	0.158
9606.ENSP00000354612	9606.ENSP00000382434	PTGS1	PLA2G4E	9606	0.691	0	0	0	0.056	0	0.65	0.141
9606.ENSP00000354612	9606.ENSP00000287820	PTGS1	PPARG	9606	0.689	0	0	0	0.087	0	0	0.673
9606.ENSP00000354612	9606.ENSP00000322323	PTGS1	FAM20C	9606	0.687	0	0	0	0.074	0	0	0.676
9606.ENSP00000354612	9606.ENSP00000243501	PTGS1	PLA2G12A	9606	0.686	0	0	0	0.064	0	0.65	0.119
9606.ENSP00000354612	9606.ENSP00000317780	PTGS1	COX5A	9606	0.677	0	0	0	0	0	0	0.677
9606.ENSP00000354612	9606.ENSP00000215885	PTGS1	PLA2G3	9606	0.677	0	0	0	0	0	0.65	0.116
9606.ENSP00000354612	9606.ENSP00000362123	PTGS1	PLA2G12B	9606	0.677	0	0	0	0	0	0.65	0.115
9606.ENSP00000354612	9606.ENSP00000371886	PTGS1	JMJD7-PLA2G4B	9606	0.667	0	0	0	0	0	0.65	0.09
9606.ENSP00000354612	9606.ENSP00000354499	PTGS1	MT-CO1	9606	0.658	0	0	0	0	0	0	0.658
9606.ENSP00000354612	9606.ENSP00000307259	PTGS1	P2RY12	9606	0.653	0	0	0	0.067	0	0	0.644
9606.ENSP00000354612	9606.ENSP00000466818	PTGS1	COX6B1	9606	0.636	0	0	0	0	0	0	0.636
9606.ENSP00000354612	9606.ENSP00000245457	PTGS1	PTGER2	9606	0.633	0	0	0	0.099	0	0	0.609
9606.ENSP00000354612	9606.ENSP00000229379	PTGS1	COX6A1	9606	0.621	0	0	0	0	0	0	0.621
9606.ENSP00000354612	9606.ENSP00000287490	PTGS1	COX6A2	9606	0.617	0	0	0	0	0	0	0.617
9606.ENSP00000354612	9606.ENSP00000295897	PTGS1	ALB	9606	0.616	0	0	0	0.055	0	0	0.61
9606.ENSP00000354612	9606.ENSP00000278572	PTGS1	RPS3	9606	0.609	0	0	0	0	0	0	0.609
9606.ENSP00000354612	9606.ENSP00000365243	PTGS1	COX4I2	9606	0.608	0	0	0	0.051	0	0	0.604
9606.ENSP00000354612	9606.ENSP00000354876	PTGS1	MT-CO2	9606	0.596	0	0	0	0	0	0	0.596
9606.ENSP00000354612	9606.ENSP00000296522	PTGS1	HPGD	9606	0.596	0	0	0	0.099	0	0	0.57
9606.ENSP00000354612	9606.ENSP00000457513	PTGS1	COX4I1	9606	0.586	0	0	0	0.051	0	0	0.582
9606.ENSP00000354612	9606.ENSP00000262407	PTGS1	ITGA2B	9606	0.577	0	0	0	0.229	0	0	0.474
9606.ENSP00000354612	9606.ENSP00000384273	PTGS1	RELA	9606	0.574	0	0	0	0.121	0	0	0.534
9606.ENSP00000354612	9606.ENSP00000332812	PTGS1	PTGDR2	9606	0.564	0	0	0	0.062	0	0	0.554
9606.ENSP00000354612	9606.ENSP00000398698	PTGS1	TNF	9606	0.561	0	0	0	0.108	0	0	0.528
9606.ENSP00000354612	9606.ENSP00000231509	PTGS1	NR3C1	9606	0.556	0	0	0	0.099	0	0	0.528
9606.ENSP00000354612	9606.ENSP00000399968	PTGS1	NCOA2	9606	0.555	0	0	0	0	0	0	0.555
9606.ENSP00000354612	9606.ENSP00000311032	PTGS1	CASP3	9606	0.547	0	0	0	0.055	0	0	0.54
9606.ENSP00000354612	9606.ENSP00000228740	PTGS1	LTA4H	9606	0.542	0	0	0	0.044	0	0	0.54
9606.ENSP00000354612	9606.ENSP00000321260	PTGS1	COX8A	9606	0.527	0	0	0	0	0	0	0.527
9606.ENSP00000354612	9606.ENSP00000433138	PTGS1	CASP1	9606	0.526	0	0	0	0.195	0	0	0.435
9606.ENSP00000354612	9606.ENSP00000229795	PTGS1	MAPK14	9606	0.522	0	0	0	0.086	0.045	0	0.496
9606.ENSP00000354612	9606.ENSP00000280155	PTGS1	ADRA2A	9606	0.519	0	0	0	0.07	0	0	0.504
9606.ENSP00000354612	9606.ENSP00000292907	PTGS1	COX7A1	9606	0.519	0	0	0	0.049	0	0	0.515
9606.ENSP00000354612	9606.ENSP00000381185	PTGS1	BCL2	9606	0.517	0	0	0	0	0	0	0.517
9606.ENSP00000354612	9606.ENSP00000479870	PTGS1	ALOX5AP	9606	0.517	0	0	0	0.145	0	0	0.459
9606.ENSP00000354612	9606.ENSP00000470972	PTGS1	RPS19	9606	0.513	0	0	0	0.083	0	0	0.491
9606.ENSP00000354612	9606.ENSP00000263686	PTGS1	SELP	9606	0.513	0	0	0	0.179	0	0	0.431
9606.ENSP00000354612	9606.ENSP00000306425	PTGS1	CHCHD7	9606	0.512	0	0	0	0	0	0	0.512
9606.ENSP00000354612	9606.ENSP00000429707	PTGS1	COX6C	9606	0.511	0	0	0	0	0	0	0.511
9606.ENSP00000354612	9606.ENSP00000308782	PTGS1	GP6	9606	0.503	0	0	0	0.14	0	0	0.446
9606.ENSP00000354612	9606.ENSP00000498321	PTGS1	MYD88	9606	0.502	0	0	0	0.126	0	0	0.454
9606.ENSP00000354612	9606.ENSP00000452786	PTGS1	ITGB3	9606	0.501	0	0	0	0.264	0	0	0.349
9606.ENSP00000354612	9606.ENSP00000497474	PTGS1	COX7B	9606	0.499	0	0	0	0	0	0	0.499
9606.ENSP00000354612	9606.ENSP00000480573	PTGS1	ADRA2B	9606	0.494	0	0	0	0	0	0	0.494
9606.ENSP00000354612	9606.ENSP00000231004	PTGS1	LOX	9606	0.493	0	0	0	0.072	0	0	0.476
9606.ENSP00000354612	9606.ENSP00000425759	PTGS1	COX7C	9606	0.493	0	0	0	0	0	0	0.494
9606.ENSP00000354612	9606.ENSP00000386069	PTGS1	ADRA2C	9606	0.493	0	0	0	0	0	0	0.493
9606.ENSP00000354612	9606.ENSP00000309124	PTGS1	OLR1	9606	0.489	0	0	0	0.081	0	0	0.467
9606.ENSP00000354612	9606.ENSP00000016171	PTGS1	COX15	9606	0.485	0	0	0	0	0	0	0.486
9606.ENSP00000354612	9606.ENSP00000385428	PTGS1	NLRC4	9606	0.485	0	0	0	0.09	0	0	0.458
9606.ENSP00000354612	9606.ENSP00000303424	PTGS1	PTGDR	9606	0.484	0	0	0	0.059	0	0	0.474
9606.ENSP00000354612	9606.ENSP00000337383	PTGS1	NLRP3	9606	0.482	0	0	0	0.067	0	0	0.468
9606.ENSP00000354612	9606.ENSP00000359793	PTGS1	PTGFR	9606	0.482	0	0	0	0.06	0	0	0.471
9606.ENSP00000354612	9606.ENSP00000304767	PTGS1	P2RY1	9606	0.48	0	0	0	0.056	0	0	0.472
9606.ENSP00000354612	9606.ENSP00000330696	PTGS1	P2RX7	9606	0.479	0	0	0	0.049	0	0	0.475
9606.ENSP00000354612	9606.ENSP00000296099	PTGS1	UCN	9606	0.475	0	0	0	0	0	0	0.475
9606.ENSP00000354612	9606.ENSP00000393333	PTGS1	TBXA2R	9606	0.475	0	0	0	0.072	0	0	0.458
9606.ENSP00000354612	9606.ENSP00000325120	PTGS1	PGR	9606	0.474	0	0	0	0.047	0	0	0.471
9606.ENSP00000354612	9606.ENSP00000247470	PTGS1	PYCARD	9606	0.474	0	0	0	0.14	0	0	0.414
9606.ENSP00000354612	9606.ENSP00000408695	PTGS1	PRKCA	9606	0.468	0	0	0	0.062	0	0	0.457
9606.ENSP00000354612	9606.ENSP00000321326	PTGS1	F2R	9606	0.464	0	0	0	0.063	0.046	0	0.448
9606.ENSP00000354612	9606.ENSP00000384886	PTGS1	IFI30	9606	0.463	0	0	0	0.08	0	0	0.44
9606.ENSP00000354612	9606.ENSP00000297494	PTGS1	NOS3	9606	0.459	0	0	0	0	0.085	0	0.433
9606.ENSP00000354612	9606.ENSP00000471493	PTGS1	FPR1	9606	0.457	0	0	0	0.094	0	0	0.425
9606.ENSP00000354612	9606.ENSP00000361405	PTGS1	MMP9	9606	0.454	0	0	0	0.14	0	0	0.391
9606.ENSP00000354612	9606.ENSP00000405330	PTGS1	ESR1	9606	0.453	0	0	0	0.047	0	0	0.45
9606.ENSP00000354612	9606.ENSP00000419692	PTGS1	RXRA	9606	0.452	0	0	0	0.072	0	0	0.434
9606.ENSP00000354612	9606.ENSP00000363089	PTGS1	TLR4	9606	0.45	0	0	0	0.151	0	0	0.378
9606.ENSP00000354612	9606.ENSP00000393312	PTGS1	FGFR1	9606	0.448	0	0	0	0.045	0	0	0.446
9606.ENSP00000354612	9606.ENSP00000280357	PTGS1	IL18	9606	0.446	0	0	0	0.056	0	0	0.438
9606.ENSP00000354612	9606.ENSP00000296149	PTGS1	ELP6	9606	0.445	0	0	0	0	0	0	0.445
9606.ENSP00000354612	9606.ENSP00000263339	PTGS1	IL1A	9606	0.444	0	0	0	0.086	0	0	0.417
9606.ENSP00000354612	9606.ENSP00000310170	PTGS1	FOSL1	9606	0.442	0	0	0	0.084	0	0	0.415
9606.ENSP00000354612	9606.ENSP00000369927	PTGS1	AKR1C3	9606	0.442	0	0	0	0.059	0	0	0.432
9606.ENSP00000354612	9606.ENSP00000380070	PTGS1	GAPDH	9606	0.441	0	0	0	0.044	0	0	0.439
9606.ENSP00000354612	9606.ENSP00000225831	PTGS1	CCL2	9606	0.441	0	0	0	0.14	0	0	0.377
9606.ENSP00000354612	9606.ENSP00000385727	PTGS1	MAST4	9606	0.441	0	0	0	0.067	0	0	0.426
9606.ENSP00000354612	9606.ENSP00000412237	PTGS1	IL10	9606	0.44	0	0	0	0	0	0	0.44
9606.ENSP00000354612	9606.ENSP00000330484	PTGS1	AMY1B	9606	0.439	0	0	0	0	0	0	0.439
9606.ENSP00000354612	9606.ENSP00000264634	PTGS1	WNT5A	9606	0.439	0	0	0	0.044	0	0	0.437
9606.ENSP00000354612	9606.ENSP00000220592	PTGS1	AGO2	9606	0.439	0	0	0	0	0	0	0.439
9606.ENSP00000354612	9606.ENSP00000371475	PTGS1	TP53BP1	9606	0.439	0	0	0	0	0.439	0	0
9606.ENSP00000354612	9606.ENSP00000354610	PTGS1	AMY2B	9606	0.438	0	0	0	0	0	0	0.438
9606.ENSP00000354612	9606.ENSP00000271651	PTGS1	CTSK	9606	0.438	0	0	0	0.123	0	0	0.386
9606.ENSP00000354612	9606.ENSP00000351273	PTGS1	CASP8	9606	0.436	0	0	0	0.083	0	0	0.411
9606.ENSP00000354612	9606.ENSP00000395590	PTGS1	IFI35	9606	0.434	0	0	0	0.104	0	0	0.394
9606.ENSP00000354612	9606.ENSP00000417583	PTGS1	ST6GALNAC5	9606	0.433	0	0	0	0.055	0	0	0.424
9606.ENSP00000354612	9606.ENSP00000481450	PTGS1	AMY2A	9606	0.432	0	0	0	0	0	0	0.432
9606.ENSP00000354612	9606.ENSP00000312082	PTGS1	TLR8	9606	0.431	0	0	0	0.151	0	0	0.357
9606.ENSP00000354612	9606.ENSP00000345672	PTGS1	CTSB	9606	0.428	0	0	0	0.095	0	0	0.394
9606.ENSP00000354612	9606.ENSP00000350815	PTGS1	NR3C2	9606	0.427	0	0	0	0.047	0	0	0.424
9606.ENSP00000354612	9606.ENSP00000299432	PTGS1	MSS51	9606	0.426	0	0	0	0.055	0	0	0.418
9606.ENSP00000354612	9606.ENSP00000306512	PTGS1	CXCL8	9606	0.425	0	0	0	0.086	0	0	0.397
9606.ENSP00000354612	9606.ENSP00000419260	PTGS1	PIK3CG	9606	0.424	0	0	0	0.08	0	0	0.4
9606.ENSP00000354612	9606.ENSP00000326052	PTGS1	COX14	9606	0.418	0	0	0	0	0	0	0.419
9606.ENSP00000354612	9606.ENSP00000226574	PTGS1	NFKB1	9606	0.418	0	0	0	0.098	0	0	0.381
9606.ENSP00000354612	9606.ENSP00000262623	PTGS1	ATP4A	9606	0.418	0	0	0	0	0	0	0.419
9606.ENSP00000354612	9606.ENSP00000261405	PTGS1	VWF	9606	0.418	0	0	0	0.086	0	0	0.39
9606.ENSP00000354612	9606.ENSP00000218548	PTGS1	ATP12A	9606	0.418	0	0	0	0	0	0	0.418
9606.ENSP00000354612	9606.ENSP00000006053	PTGS1	CX3CL1	9606	0.416	0	0	0	0	0.046	0	0.413
9606.ENSP00000354612	9606.ENSP00000360860	PTGS1	IFIT5	9606	0.416	0	0	0	0.087	0	0	0.386
9606.ENSP00000354612	9606.ENSP00000488422	PTGS1	CELF2	9606	0.415	0	0	0	0.043	0	0	0.414
9606.ENSP00000354612	9606.ENSP00000451828	PTGS1	AKT1	9606	0.415	0	0	0	0.061	0	0	0.403
9606.ENSP00000354612	9606.ENSP00000329380	PTGS1	GP1BA	9606	0.415	0	0	0	0.109	0	0	0.371
9606.ENSP00000354612	9606.ENSP00000334145	PTGS1	F3	9606	0.414	0	0	0	0.109	0	0	0.37
9606.ENSP00000354612	9606.ENSP00000311291	PTGS1	SLCO2A1	9606	0.41	0	0	0	0.105	0	0	0.368
9606.ENSP00000354612	9606.ENSP00000341885	PTGS1	RPS2	9606	0.409	0	0	0	0.045	0	0	0.407
9606.ENSP00000354612	9606.ENSP00000315644	PTGS1	TYMS	9606	0.409	0	0	0	0.052	0	0	0.402
9606.ENSP00000354612	9606.ENSP00000370483	PTGS1	NLGN4X	9606	0.408	0	0	0	0.049	0.045	0	0.401
9606.ENSP00000354612	9606.ENSP00000275493	PTGS1	EGFR	9606	0.406	0	0	0	0.057	0	0	0.396
9606.ENSP00000354612	9606.ENSP00000396308	PTGS1	DHFR	9606	0.405	0	0	0	0	0	0	0.405
9606.ENSP00000354612	9606.ENSP00000309132	PTGS1	BCL2L14	9606	0.403	0	0	0	0.101	0	0	0.363
9606.ENSP00000354612	9606.ENSP00000361850	PTGS1	PLAU	9606	0.402	0	0	0	0.074	0	0	0.381
9606.ENSP00000354612	9606.ENSP00000380247	PTGS1	HRH1	9606	0.401	0	0	0	0.043	0	0	0.4
9606.ENSP00000354612	9606.ENSP00000497271	PTGS1	IFIH1	9606	0.401	0	0	0	0.142	0	0	0.33
9606.ENSP00000354612	9606.ENSP00000376849	PTGS1	CASP5	9606	0.4	0	0	0	0.118	0	0	0.347
9606.ENSP00000363512	9606.ENSP00000479870	ALOX5	ALOX5AP	9606	0.998	0	0	0	0.359	0.621	0.5	0.991
9606.ENSP00000363512	9606.ENSP00000228740	ALOX5	LTA4H	9606	0.992	0	0	0	0.104	0.05	0.9	0.924
9606.ENSP00000363512	9606.ENSP00000262428	ALOX5	COTL1	9606	0.989	0	0	0	0.063	0.816	0	0.945
9606.ENSP00000363512	9606.ENSP00000292596	ALOX5	LTC4S	9606	0.986	0	0	0	0.084	0.322	0.9	0.812
9606.ENSP00000363512	9606.ENSP00000356438	ALOX5	PTGS2	9606	0.973	0	0	0	0.072	0	0.9	0.741
9606.ENSP00000363512	9606.ENSP00000354612	ALOX5	PTGS1	9606	0.97	0	0	0	0.13	0	0.9	0.692
9606.ENSP00000363512	9606.ENSP00000260682	ALOX5	CYP2C9	9606	0.955	0	0	0	0.065	0.065	0.9	0.551
9606.ENSP00000363512	9606.ENSP00000360372	ALOX5	CYP2C19	9606	0.953	0	0	0	0.062	0.065	0.9	0.53
9606.ENSP00000363512	9606.ENSP00000373477	ALOX5	GPX3	9606	0.94	0	0	0	0.068	0.093	0.9	0.378
9606.ENSP00000363512	9606.ENSP00000374265	ALOX5	GPX2	9606	0.939	0	0	0	0.055	0.093	0.9	0.378
9606.ENSP00000363512	9606.ENSP00000354677	ALOX5	GPX7	9606	0.937	0	0	0	0.055	0.093	0.9	0.353
9606.ENSP00000363512	9606.ENSP00000360247	ALOX5	CYP2J2	9606	0.937	0	0	0	0.062	0.065	0.9	0.368
9606.ENSP00000363512	9606.ENSP00000423822	ALOX5	GPX8	9606	0.937	0	0	0	0.055	0.093	0.9	0.353
9606.ENSP00000363512	9606.ENSP00000392398	ALOX5	GPX5	9606	0.937	0	0	0	0.055	0.093	0.9	0.354
9606.ENSP00000363512	9606.ENSP00000354581	ALOX5	GPX6	9606	0.937	0	0	0	0.055	0.093	0.9	0.352
9606.ENSP00000363512	9606.ENSP00000221307	ALOX5	CYP4F3	9606	0.934	0	0	0	0.063	0.066	0.9	0.335
9606.ENSP00000363512	9606.ENSP00000221700	ALOX5	CYP4F2	9606	0.93	0	0	0	0.058	0.066	0.9	0.3
9606.ENSP00000363512	9606.ENSP00000356436	ALOX5	PLA2G4A	9606	0.925	0	0	0	0	0.092	0.65	0.783
9606.ENSP00000363512	9606.ENSP00000360317	ALOX5	CYP2C8	9606	0.924	0	0	0	0.062	0.065	0.9	0.239
9606.ENSP00000363512	9606.ENSP00000311095	ALOX5	CYP4A11	9606	0.922	0	0	0	0.058	0.066	0.9	0.219
9606.ENSP00000363512	9606.ENSP00000440689	ALOX5	CYP2E1	9606	0.92	0	0	0	0.062	0.065	0.9	0.205
9606.ENSP00000363512	9606.ENSP00000324648	ALOX5	CYP2B6	9606	0.917	0	0	0	0.064	0.065	0.9	0.169
9606.ENSP00000363512	9606.ENSP00000369530	ALOX5	ALOX15B	9606	0.916	0	0	0.079	0.092	0	0.9	0.12
9606.ENSP00000363512	9606.ENSP00000293761	ALOX5	ALOX15	9606	0.914	0	0	0.086	0	0	0.9	0.137
9606.ENSP00000363512	9606.ENSP00000251535	ALOX5	ALOX12	9606	0.914	0	0	0.084	0.06	0	0.9	0.119
9606.ENSP00000363512	9606.ENSP00000497784	ALOX5	ALOX12B	9606	0.912	0	0	0.084	0.061	0	0.9	0.1
9606.ENSP00000363512	9606.ENSP00000477567	ALOX5	CYP4F8	9606	0.911	0	0	0	0.06	0.066	0.9	0.112
9606.ENSP00000363512	9606.ENSP00000333212	ALOX5	CYP2U1	9606	0.91	0	0	0	0.062	0.065	0.9	0.103
9606.ENSP00000363512	9606.ENSP00000360958	ALOX5	CYP4A22	9606	0.906	0	0	0	0.058	0.066	0.9	0.063
9606.ENSP00000363512	9606.ENSP00000356070	ALOX5	MAPKAPK2	9606	0.89	0	0	0	0.044	0.51	0.75	0.178
9606.ENSP00000363512	9606.ENSP00000280357	ALOX5	IL18	9606	0.819	0	0	0	0.088	0	0.75	0.27
9606.ENSP00000363512	9606.ENSP00000383364	ALOX5	PLA2G2A	9606	0.81	0	0	0	0.042	0	0.65	0.48
9606.ENSP00000363512	9606.ENSP00000393847	ALOX5	PLA2G10	9606	0.798	0	0	0	0.044	0	0.65	0.447
9606.ENSP00000363512	9606.ENSP00000231004	ALOX5	LOX	9606	0.788	0	0	0	0.043	0.091	0	0.775
9606.ENSP00000363512	9606.ENSP00000362401	ALOX5	CYSLTR1	9606	0.782	0	0	0	0.122	0	0	0.762
9606.ENSP00000363512	9606.ENSP00000312286	ALOX5	PLA2G1B	9606	0.752	0	0	0	0.042	0	0.65	0.321
9606.ENSP00000363512	9606.ENSP00000333142	ALOX5	PLA2G6	9606	0.75	0	0	0	0.06	0	0.65	0.303
9606.ENSP00000363512	9606.ENSP00000472546	ALOX5	PLA2G4C	9606	0.742	0	0	0	0.061	0	0.65	0.278
9606.ENSP00000363512	9606.ENSP00000364246	ALOX5	PLA2G2D	9606	0.733	0	0	0	0.042	0	0.65	0.269
9606.ENSP00000363512	9606.ENSP00000215885	ALOX5	PLA2G3	9606	0.731	0	0	0	0	0.092	0.65	0.223
9606.ENSP00000363512	9606.ENSP00000380008	ALOX5	LTB4R	9606	0.722	0	0	0	0.049	0	0	0.72
9606.ENSP00000363512	9606.ENSP00000364249	ALOX5	PLA2G5	9606	0.718	0	0	0	0.049	0	0.65	0.223
9606.ENSP00000363512	9606.ENSP00000243501	ALOX5	PLA2G12A	9606	0.713	0	0	0	0	0.045	0.65	0.212
9606.ENSP00000363512	9606.ENSP00000364243	ALOX5	PLA2G2F	9606	0.701	0	0	0	0	0	0.65	0.182
9606.ENSP00000363512	9606.ENSP00000380442	ALOX5	PLA2G4F	9606	0.699	0	0	0	0	0	0.65	0.176
9606.ENSP00000363512	9606.ENSP00000364257	ALOX5	PLA2G2E	9606	0.695	0	0	0	0	0	0.65	0.167
9606.ENSP00000363512	9606.ENSP00000320337	ALOX5	PLAAT3	9606	0.689	0	0	0	0.044	0.06	0.65	0.129
9606.ENSP00000363512	9606.ENSP00000396045	ALOX5	PLA2G4B	9606	0.687	0	0	0	0	0	0.65	0.142
9606.ENSP00000363512	9606.ENSP00000282018	ALOX5	CYSLTR2	9606	0.687	0	0	0	0.092	0	0	0.67
